price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus_semi-furnished,furnishingstatus_unfurnished,log_price,price_per_sqft,total_rooms,bath_bed_ratio,has_parking
8575000,8800,3,2,2,1,0,0,0,1,2,0,0,0,15.964361551016278,974.4318181818181,5,0.6666666666666666,1
8540000,6540,4,2,2,1,1,1,0,1,2,1,0,0,15.960271565764753,1305.8103975535169,6,0.5,1
8463000,6000,3,2,4,1,1,1,0,1,0,1,1,0,15.951214278652243,1410.5,5,0.6666666666666666,0
8400000,8875,3,1,1,1,0,0,0,0,1,0,1,0,15.943742263813542,946.4788732394367,4,0.3333333333333333,1
8400000,7950,5,2,2,1,0,1,1,0,2,0,0,1,15.943742263813542,1056.6037735849056,7,0.4,1
8400000,5500,4,2,2,1,0,1,0,1,1,1,1,0,15.943742263813542,1527.2727272727273,6,0.5,1
8400000,7475,3,2,4,1,0,0,0,1,2,0,0,1,15.943742263813542,1123.7458193979933,5,0.6666666666666666,1
8400000,7000,3,1,4,1,0,0,0,1,2,0,1,0,15.943742263813542,1200.0,4,0.3333333333333333,1
8295000,4880,4,2,2,1,0,0,0,1,1,1,0,0,15.931163481606681,1699.795081967213,6,0.5,1
8190000,5960,3,3,2,1,1,1,0,0,1,0,0,1,15.918424455829252,1374.1610738255033,6,1.0,1
8120000,6840,5,1,2,1,1,1,0,1,1,0,0,0,15.90984071213786,1187.1345029239767,6,0.2,1
8080940,7000,3,2,4,1,0,0,0,1,2,0,0,0,15.90501876036436,1154.42,5,0.6666666666666666,1
8043000,7482,3,2,3,1,0,0,1,0,1,1,0,0,15.900312705886206,1074.979951884523,5,0.6666666666666666,1
7980000,9000,4,2,4,1,0,0,0,1,2,0,0,0,15.892448969425992,886.6666666666666,6,0.5,1
7962500,6000,3,1,4,1,1,0,0,1,2,0,0,1,15.890253578862556,1327.0833333333333,4,0.3333333333333333,1
7910000,6000,4,2,4,1,0,0,0,1,1,0,1,0,15.883638339743836,1318.3333333333333,6,0.5,1
7875000,6550,3,1,2,1,0,1,0,1,0,1,0,0,15.879203742675971,1202.2900763358778,4,0.3333333333333333,0
7840000,6360,3,2,4,1,0,0,0,1,0,1,0,0,15.87474939232659,1232.7044025157234,5,0.6666666666666666,0
7700000,6480,3,2,4,1,0,0,0,1,2,0,0,1,15.856730886823913,1188.2716049382716,5,0.6666666666666666,1
7700000,6000,4,2,4,1,0,0,0,0,2,0,1,0,15.856730886823913,1283.3333333333333,6,0.5,1
7560000,6000,4,2,4,1,0,0,0,1,1,0,0,0,15.838381748155715,1260.0,6,0.5,1
7560000,6000,3,2,3,1,0,0,0,1,0,0,1,0,15.838381748155715,1260.0,5,0.6666666666666666,0
7525000,6000,3,2,4,1,0,0,0,1,1,0,0,0,15.833741368599213,1254.1666666666667,5,0.6666666666666666,1
7490000,6600,3,1,4,1,0,0,0,1,3,1,0,0,15.829079355493402,1134.8484848484848,4,0.3333333333333333,1
7455000,4300,3,2,2,1,0,1,0,0,1,0,0,1,15.824395506180975,1733.7209302325582,5,0.6666666666666666,1
7420000,7440,3,2,1,1,1,1,0,1,0,1,1,0,15.819689615143563,997.3118279569892,5,0.6666666666666666,0
7420000,7440,3,2,4,1,0,0,0,0,1,1,0,1,15.819689615143563,997.3118279569892,5,0.6666666666666666,1
7420000,6325,3,1,4,1,0,0,0,1,1,0,0,1,15.819689615143563,1173.1225296442688,4,0.3333333333333333,1
7350000,6000,4,2,4,1,1,0,0,1,1,0,0,0,15.81021087118902,1225.0,6,0.5,1
7350000,5150,3,2,4,1,0,0,0,1,2,0,1,0,15.81021087118902,1427.1844660194174,5,0.6666666666666666,1
7350000,6000,3,2,2,1,1,0,0,1,1,0,1,0,15.81021087118902,1225.0,5,0.6666666666666666,1
7350000,6000,3,1,2,1,0,0,0,1,1,0,0,1,15.81021087118902,1225.0,4,0.3333333333333333,1
7343000,11440,4,1,2,1,0,1,0,0,1,1,1,0,15.809258036433748,641.8706293706293,5,0.25,1
7245000,9000,4,2,4,1,1,0,0,1,1,1,0,0,15.79582213373692,805.0,6,0.5,1
7210000,7680,4,2,4,1,1,0,0,1,1,0,1,0,15.790979509261131,938.8020833333334,6,0.5,1
7210000,6000,3,2,4,1,1,0,0,1,1,0,0,0,15.790979509261131,1201.6666666666667,5,0.6666666666666666,1
7140000,6000,3,2,2,1,1,0,0,0,1,0,1,0,15.781223334315767,1190.0,5,0.6666666666666666,1
7070000,8880,2,1,1,1,0,0,0,1,1,0,1,0,15.771371037872756,796.1711711711712,3,0.5,1
7070000,6240,4,2,2,1,0,0,0,1,1,0,0,0,15.771371037872756,1133.0128205128206,6,0.5,1
7035000,6360,4,2,3,1,0,0,0,1,2,1,0,0,15.766408248530626,1106.132075471698,6,0.5,1
7000000,11175,3,1,1,1,0,1,0,1,1,1,0,0,15.761420707019587,626.3982102908277,4,0.3333333333333333,1
6930000,8880,3,2,2,1,0,1,0,1,1,0,0,0,15.751370371166086,780.4054054054054,5,0.6666666666666666,1
6930000,13200,2,1,1,1,0,1,1,0,1,0,0,0,15.751370371166086,525.0,3,0.5,1
6895000,7700,3,2,1,1,0,0,0,0,2,0,0,1,15.74630706920954,895.4545454545455,5,0.6666666666666666,1
6860000,6000,3,1,1,1,0,0,0,1,1,0,0,0,15.741217999702068,1143.3333333333333,4,0.3333333333333333,1
6790000,12090,4,2,2,1,0,0,0,0,2,1,0,0,15.730961499534878,561.6211745244003,6,0.5,1
6790000,4000,3,2,2,1,0,1,0,1,0,1,1,0,15.730961499534878,1697.5,5,0.6666666666666666,0
6755000,6000,4,2,4,1,0,0,0,1,0,0,0,1,15.725793529376435,1125.8333333333333,6,0.5,0
6720000,5020,3,1,4,1,0,0,0,1,0,1,0,1,15.720598712499333,1338.6454183266933,4,0.3333333333333333,0
6685000,6600,2,2,4,1,0,1,0,0,0,1,0,0,15.71537676851818,1012.8787878787879,4,1.0,0
6650000,4040,3,1,2,1,0,1,1,0,1,0,0,0,15.710127412632037,1646.039603960396,4,0.3333333333333333,1
6650000,4260,4,2,2,1,0,0,1,0,0,0,1,0,15.710127412632037,1561.0328638497654,6,0.5,0
6650000,6420,3,2,3,1,0,0,0,1,0,1,0,0,15.710127412632037,1035.8255451713396,5,0.6666666666666666,0
6650000,6500,3,2,3,1,0,0,0,1,0,1,0,0,15.710127412632037,1023.0769230769231,5,0.6666666666666666,0
6650000,5700,3,1,1,1,1,1,0,1,2,1,0,0,15.710127412632037,1166.6666666666667,4,0.3333333333333333,1
6650000,6000,3,2,3,1,1,0,0,1,0,0,0,0,15.710127412632037,1108.3333333333333,5,0.6666666666666666,0
6629000,6000,3,1,2,1,0,0,1,0,1,1,1,0,15.70696452122353,1104.8333333333333,4,0.3333333333333333,1
6615000,4000,3,2,2,1,0,1,0,1,1,0,1,0,15.704850355531192,1653.75,5,0.6666666666666666,1
6615000,10500,3,2,1,1,0,1,0,1,1,1,0,0,15.704850355531192,630.0,5,0.6666666666666666,1
6580000,6000,3,2,4,1,0,0,0,1,0,0,1,0,15.6995453033015,1096.6666666666667,5,0.6666666666666666,0
6510000,3760,3,1,2,1,0,0,1,0,2,0,1,0,15.688850014184752,1731.3829787234042,4,0.3333333333333333,1
6510000,8250,3,2,3,1,0,0,0,1,0,0,0,0,15.688850014184752,789.0909090909091,5,0.6666666666666666,0
6510000,6670,3,1,3,1,0,1,0,0,0,1,0,1,15.688850014184752,976.0119940029984,4,0.3333333333333333,0
6475000,3960,3,1,1,1,0,1,0,0,2,0,1,0,15.683459165549875,1635.1010101010102,4,0.3333333333333333,1
6475000,7410,3,1,1,1,1,1,0,1,2,1,0,1,15.683459165549875,873.8191632928475,4,0.3333333333333333,1
6440000,8580,5,3,2,1,0,0,0,0,2,0,0,0,15.678039098080536,750.5827505827506,8,0.6,1
6440000,5000,3,1,2,1,0,0,0,1,0,0,1,0,15.678039098080536,1288.0,4,0.3333333333333333,0
6419000,6750,2,1,1,1,1,1,0,0,2,1,0,0,15.674772900293915,950.9629629629629,3,0.5,1
6405000,4800,3,2,4,1,1,0,0,1,0,0,0,0,15.672589493312971,1334.375,5,0.6666666666666666,0
6300000,7200,3,2,1,1,0,1,0,1,3,0,1,0,15.65606019136176,875.0,5,0.6666666666666666,1
6300000,6000,4,2,4,1,0,0,0,0,1,0,1,0,15.65606019136176,1050.0,6,0.5,1
6300000,4100,3,2,3,1,0,0,0,1,2,0,1,0,15.65606019136176,1536.5853658536585,5,0.6666666666666666,1
6300000,9000,3,1,1,1,0,1,0,0,1,1,0,0,15.65606019136176,700.0,4,0.3333333333333333,1
6300000,6400,3,1,1,1,1,1,0,1,1,1,1,0,15.65606019136176,984.375,4,0.3333333333333333,1
6293000,6600,3,2,3,1,0,0,0,1,0,1,0,1,15.65494846250907,953.4848484848485,5,0.6666666666666666,0
6265000,6000,4,1,3,1,1,1,0,0,0,1,0,1,15.650489146312307,1044.1666666666667,5,0.25,0
6230000,6600,3,2,1,1,0,1,0,1,0,1,0,1,15.644886890763637,943.939393939394,5,0.6666666666666666,0
6230000,5500,3,1,3,1,0,0,0,0,1,1,0,1,15.644886890763637,1132.7272727272727,4,0.3333333333333333,1
6195000,5500,3,2,4,1,1,0,0,1,1,0,1,0,15.63925307304538,1126.3636363636363,5,0.6666666666666666,1
6195000,6350,3,2,3,1,1,0,0,1,0,0,0,0,15.63925307304538,975.5905511811023,5,0.6666666666666666,0
6195000,5500,3,2,1,1,1,1,0,0,2,1,0,0,15.63925307304538,1126.3636363636363,5,0.6666666666666666,1
6160000,4500,3,1,4,1,0,0,0,1,0,0,0,1,15.633587335509702,1368.888888888889,4,0.3333333333333333,0
6160000,5450,4,2,1,1,0,1,0,1,0,1,1,0,15.633587335509702,1130.2752293577983,6,0.5,0
6125000,6420,3,1,3,1,0,1,0,0,0,1,0,1,15.627889314395064,954.0498442367601,4,0.3333333333333333,0
6107500,3240,4,1,3,1,0,0,0,0,1,0,1,0,15.625028082114033,1885.030864197531,5,0.25,1
6090000,6615,4,2,2,1,1,0,1,0,1,0,1,0,15.622158639686079,920.6349206349206,6,0.5,1
6090000,6600,3,1,1,1,1,1,0,0,2,1,1,0,15.622158639686079,922.7272727272727,4,0.3333333333333333,1
6090000,8372,3,1,3,1,0,0,0,1,2,0,0,1,15.622158639686079,727.4247491638796,4,0.3333333333333333,1
6083000,4300,6,2,2,1,0,0,0,0,0,0,0,0,15.621008553302842,1414.6511627906978,8,0.3333333333333333,0
6083000,9620,3,1,1,1,0,1,0,0,2,1,0,0,15.621008553302842,632.3284823284823,4,0.3333333333333333,1
6020000,6800,2,1,1,1,1,1,0,0,2,0,0,0,15.610597817285004,885.2941176470588,3,0.5,1
6020000,8000,3,1,1,1,1,1,0,1,2,1,1,0,15.610597817285004,752.5,4,0.3333333333333333,1
6020000,6900,3,2,1,1,1,1,0,0,0,1,0,1,15.610597817285004,872.463768115942,5,0.6666666666666666,0
5950000,3700,4,1,2,1,1,0,0,1,0,0,0,0,15.598901777521812,1608.1081081081081,5,0.25,0
5950000,6420,3,1,1,1,0,1,0,1,0,1,0,0,15.598901777521812,926.791277258567,4,0.3333333333333333,0
5950000,7020,3,1,1,1,0,1,0,1,2,1,1,0,15.598901777521812,847.5783475783476,4,0.3333333333333333,1
5950000,6540,3,1,1,1,1,1,0,0,2,1,0,0,15.598901777521812,909.7859327217126,4,0.3333333333333333,1
5950000,7231,3,1,2,1,1,1,0,1,0,1,1,0,15.598901777521812,822.8460793804453,4,0.3333333333333333,0
5950000,6254,4,2,1,1,0,1,0,0,1,1,1,0,15.598901777521812,951.3911096897986,6,0.5,1
5950000,7320,4,2,2,1,0,0,0,0,0,0,0,0,15.598901777521812,812.8415300546449,6,0.5,0
5950000,6525,3,2,4,1,0,0,0,0,1,0,0,0,15.598901777521812,911.8773946360153,5,0.6666666666666666,1
5943000,15600,3,1,1,1,0,0,0,1,2,0,1,0,15.597724614348797,380.96153846153845,4,0.3333333333333333,1
5880000,7160,3,1,1,1,0,1,0,0,2,1,0,1,15.58706731987481,821.2290502793296,4,0.3333333333333333,1
5880000,6500,3,2,3,1,0,0,0,1,0,0,0,1,15.58706731987481,904.6153846153846,5,0.6666666666666666,0
5873000,5500,3,1,3,1,1,0,0,1,1,0,0,0,15.585876134504657,1067.8181818181818,4,0.3333333333333333,1
5873000,11460,3,1,3,1,0,0,0,0,2,1,1,0,15.585876134504657,512.478184991274,4,0.3333333333333333,1
5866000,4800,3,1,1,1,1,1,0,0,0,0,0,1,15.584683528519534,1222.0833333333333,4,0.3333333333333333,0
5810000,5828,4,1,4,1,1,0,0,0,0,0,1,0,15.575091128828094,996.9114619080302,5,0.25,0
5810000,5200,3,1,3,1,0,0,0,1,0,0,1,0,15.575091128828094,1117.3076923076924,4,0.3333333333333333,0
5810000,4800,3,1,3,1,0,0,0,1,0,0,0,1,15.575091128828094,1210.4166666666667,4,0.3333333333333333,0
5803000,7000,3,1,1,1,0,1,0,0,2,1,1,0,15.573885583172745,829.0,4,0.3333333333333333,1
5775000,6000,3,2,4,1,0,0,0,1,0,0,0,1,15.569048814372131,962.5,5,0.6666666666666666,0
5740000,5400,4,2,2,1,0,0,0,1,2,0,0,1,15.56296976829575,1062.962962962963,6,0.5,1
5740000,4640,4,1,2,1,0,0,0,0,1,0,1,0,15.56296976829575,1237.0689655172414,5,0.25,1
5740000,5000,3,1,3,1,0,0,0,1,0,0,1,0,15.56296976829575,1148.0,4,0.3333333333333333,0
5740000,6360,3,1,1,1,1,1,0,1,2,1,0,0,15.56296976829575,902.5157232704403,4,0.3333333333333333,1
5740000,5800,3,2,4,1,0,0,0,1,0,0,0,1,15.56296976829575,989.6551724137931,5,0.6666666666666666,0
5652500,6660,4,2,2,1,1,1,0,0,1,1,1,0,15.547608483134262,848.7237237237238,6,0.5,1
5600000,10500,4,2,2,1,0,0,0,0,1,0,1,0,15.538277155705378,533.3333333333334,6,0.5,1
5600000,4800,5,2,3,0,0,1,1,0,0,0,0,1,15.538277155705378,1166.6666666666667,7,0.4,0
5600000,4700,4,1,2,1,1,1,0,1,1,0,0,0,15.538277155705378,1191.4893617021276,5,0.25,1
5600000,5000,3,1,4,1,0,0,0,0,0,0,0,0,15.538277155705378,1120.0,4,0.3333333333333333,0
5600000,10500,2,1,1,1,0,0,0,0,1,0,1,0,15.538277155705378,533.3333333333334,3,0.5,1
5600000,5500,3,2,2,1,0,0,0,0,1,0,1,0,15.538277155705378,1018.1818181818181,5,0.6666666666666666,1
5600000,6360,3,1,3,1,0,0,0,0,0,1,1,0,15.538277155705378,880.503144654088,4,0.3333333333333333,0
5600000,6600,4,2,1,1,0,1,0,0,0,1,1,0,15.538277155705378,848.4848484848485,6,0.5,0
5600000,5136,3,1,2,1,1,1,0,1,0,1,0,1,15.538277155705378,1090.342679127726,4,0.3333333333333333,0
5565000,4400,4,1,2,1,0,0,0,1,2,1,1,0,15.532007542691781,1264.7727272727273,5,0.25,1
5565000,5400,5,1,2,1,1,1,0,1,0,1,0,0,15.532007542691781,1030.5555555555557,6,0.2,0
5530000,3300,3,3,2,1,0,1,0,0,0,0,1,0,15.525698373498518,1675.7575757575758,6,1.0,0
5530000,3650,3,2,2,1,0,0,0,0,2,0,1,0,15.525698373498518,1515.0684931506848,5,0.6666666666666666,1
5530000,6100,3,2,1,1,0,1,0,0,2,1,0,0,15.525698373498518,906.5573770491803,5,0.6666666666666666,1
5523000,6900,3,1,1,1,1,1,0,0,0,1,1,0,15.524431748883325,800.4347826086956,4,0.3333333333333333,0
5495000,2817,4,2,2,0,1,1,0,0,1,0,0,0,15.51934914581986,1950.6567270145545,6,0.5,1
5495000,7980,3,1,1,1,0,0,0,0,2,0,1,0,15.51934914581986,688.5964912280701,4,0.3333333333333333,1
5460000,3150,3,2,1,1,1,1,0,1,0,0,0,0,15.512959347721088,1733.3333333333333,5,0.6666666666666666,0
5460000,6210,4,1,4,1,1,0,0,1,0,0,0,0,15.512959347721088,879.2270531400966,5,0.25,0
5460000,6100,3,1,3,1,1,0,0,1,0,1,1,0,15.512959347721088,895.0819672131148,4,0.3333333333333333,0
5460000,6600,4,2,2,1,1,1,0,0,0,1,1,0,15.512959347721088,827.2727272727273,6,0.5,0
5425000,6825,3,1,1,1,1,1,0,1,0,1,1,0,15.506528457390797,794.8717948717949,4,0.3333333333333333,0
5390000,6710,3,2,2,1,1,1,0,0,1,1,0,0,15.50005594288518,803.2786885245902,5,0.6666666666666666,1
5383000,6450,3,2,1,1,1,1,1,0,0,0,0,1,15.498756397543094,834.5736434108527,5,0.6666666666666666,0
5320000,7800,3,1,1,1,0,1,0,1,2,1,0,1,15.486983861317826,682.0512820512821,4,0.3333333333333333,1
5285000,4600,2,2,1,1,0,0,0,1,2,0,1,0,15.480383177286475,1148.9130434782608,4,1.0,1
5250000,4260,4,1,2,1,0,1,0,1,0,0,0,0,15.473738634567807,1232.394366197183,5,0.25,0
5250000,6540,4,2,2,0,0,0,0,1,0,0,1,0,15.473738634567807,802.7522935779816,6,0.5,0
5250000,5500,3,2,1,1,0,1,0,0,0,0,1,0,15.473738634567807,954.5454545454545,5,0.6666666666666666,0
5250000,10269,3,1,1,1,0,0,0,0,1,1,1,0,15.473738634567807,511.2474437627812,4,0.3333333333333333,1
5250000,8400,3,1,2,1,1,1,0,1,2,1,0,1,15.473738634567807,625.0,4,0.3333333333333333,1
5250000,5300,4,2,1,1,0,0,0,1,0,1,0,1,15.473738634567807,990.566037735849,6,0.5,0
5250000,3800,3,1,2,1,1,1,0,0,1,1,0,1,15.473738634567807,1381.578947368421,4,0.3333333333333333,1
5250000,9800,4,2,2,1,1,0,0,0,2,0,1,0,15.473738634567807,535.7142857142857,6,0.5,1
5250000,8520,3,1,1,1,0,0,0,1,2,0,0,0,15.473738634567807,616.1971830985915,4,0.3333333333333333,1
5243000,6050,3,1,1,1,0,1,0,0,0,1,1,0,15.47240441155467,866.6115702479339,4,0.3333333333333333,0
5229000,7085,3,1,1,1,1,1,0,0,2,1,1,0,15.469730613170269,738.0381086803105,4,0.3333333333333333,1
5215000,3180,3,2,2,1,0,0,0,0,2,0,1,0,15.46704964641701,1639.937106918239,5,0.6666666666666666,1
5215000,4500,4,2,1,0,0,1,0,1,2,0,1,0,15.46704964641701,1158.888888888889,6,0.5,1
5215000,7200,3,1,2,1,1,1,0,0,1,1,0,0,15.46704964641701,724.3055555555555,4,0.3333333333333333,1
5145000,3410,3,1,2,0,0,0,0,1,0,0,1,0,15.453535927250288,1508.7976539589442,4,0.3333333333333333,0
5145000,7980,3,1,1,1,0,0,0,0,1,1,1,0,15.453535927250288,644.7368421052631,4,0.3333333333333333,1
5110000,3000,3,2,2,1,1,1,0,0,0,0,0,0,15.446709962179888,1703.3333333333333,5,0.6666666666666666,0
5110000,3000,3,1,2,1,0,1,0,0,0,0,0,1,15.446709962179888,1703.3333333333333,4,0.3333333333333333,0
5110000,11410,2,1,2,1,0,0,0,0,0,1,0,0,15.446709962179888,447.85276073619633,3,0.5,0
5110000,6100,3,1,1,1,0,1,0,1,0,1,1,0,15.446709962179888,837.7049180327868,4,0.3333333333333333,0
5075000,5720,2,1,2,1,0,0,0,1,0,1,0,1,15.439837082892126,887.2377622377622,3,0.5,0
5040000,3540,2,1,1,0,1,1,0,0,0,0,1,0,15.432916640047551,1423.7288135593221,3,0.5,0
5040000,7600,4,1,2,1,0,0,0,1,2,0,0,0,15.432916640047551,663.1578947368421,5,0.25,1
5040000,10700,3,1,2,1,1,1,0,0,0,0,1,0,15.432916640047551,471.02803738317755,4,0.3333333333333333,0
5040000,6600,3,1,1,1,1,1,0,0,0,1,0,0,15.432916640047551,763.6363636363636,4,0.3333333333333333,0
5033000,4800,2,1,1,1,1,1,0,0,0,0,1,0,15.431526785758496,1048.5416666666667,3,0.5,0
5005000,8150,3,2,1,1,1,1,0,0,0,0,1,0,15.425947970731459,614.1104294478528,5,0.6666666666666666,0
4970000,4410,4,3,2,1,0,1,0,0,2,0,1,0,15.418930398072812,1126.984126984127,7,0.75,1
4970000,7686,3,1,1,1,1,1,1,0,0,0,1,0,15.418930398072812,646.6302367941712,4,0.3333333333333333,0
4956000,2800,3,2,2,0,0,1,0,1,1,0,1,0,15.41610952173117,1770.0,5,0.6666666666666666,1
4935000,5948,3,1,2,1,0,0,0,1,0,0,1,0,15.411863230849718,829.6906523201076,4,0.3333333333333333,0
4907000,4200,3,1,2,1,0,0,0,0,1,0,0,0,15.40617331507204,1168.3333333333333,4,0.3333333333333333,1
4900000,4520,3,1,2,1,0,1,0,1,0,0,1,0,15.404745763080856,1084.070796460177,4,0.3333333333333333,0
4900000,4095,3,1,2,0,1,1,0,1,0,0,1,0,15.404745763080856,1196.5811965811965,4,0.3333333333333333,0
4900000,4120,2,1,1,1,0,1,0,0,1,0,1,0,15.404745763080856,1189.3203883495146,3,0.5,1
4900000,5400,4,1,2,1,0,0,0,0,0,0,1,0,15.404745763080856,907.4074074074074,5,0.25,0
4900000,4770,3,1,1,1,1,1,0,0,0,0,1,0,15.404745763080856,1027.2536687631027,4,0.3333333333333333,0
4900000,6300,3,1,1,1,0,0,0,1,2,0,1,0,15.404745763080856,777.7777777777778,4,0.3333333333333333,1
4900000,5800,2,1,1,1,1,1,0,1,0,0,1,0,15.404745763080856,844.8275862068965,3,0.5,0
4900000,3000,3,1,2,1,0,1,0,1,0,0,1,0,15.404745763080856,1633.3333333333333,4,0.3333333333333333,0
4900000,2970,3,1,3,1,0,0,0,0,0,0,1,0,15.404745763080856,1649.8316498316499,4,0.3333333333333333,0
4900000,6720,3,1,1,1,0,0,0,0,0,0,0,1,15.404745763080856,729.1666666666666,4,0.3333333333333333,0
4900000,4646,3,1,2,1,1,1,0,0,2,0,1,0,15.404745763080856,1054.6706844597504,4,0.3333333333333333,1
4900000,12900,3,1,1,1,0,0,0,0,2,0,0,0,15.404745763080856,379.84496124031006,4,0.3333333333333333,1
4893000,3420,4,2,2,1,0,1,0,1,2,0,1,0,15.40331617027126,1430.701754385965,6,0.5,1
4893000,4995,4,2,1,1,0,1,0,0,0,0,1,0,15.40331617027126,979.5795795795796,6,0.5,0
4865000,4350,2,1,1,1,0,1,0,0,0,0,0,1,15.397577273602243,1118.3908045977012,3,0.5,0
4830000,4160,3,1,3,1,0,0,0,0,0,0,0,1,15.390357025628756,1161.0576923076924,4,0.3333333333333333,0
4830000,6040,3,1,1,1,0,0,0,0,2,1,1,0,15.390357025628756,799.6688741721854,4,0.3333333333333333,1
4830000,6862,3,1,2,1,0,0,0,1,2,1,0,0,15.390357025628756,703.8764208685515,4,0.3333333333333333,1
4830000,4815,2,1,1,1,0,0,0,1,0,1,1,0,15.390357025628756,1003.1152647975077,3,0.5,0
4795000,7000,3,1,2,1,0,1,0,0,0,0,0,1,15.383084266299676,685.0,4,0.3333333333333333,0
4795000,8100,4,1,4,1,0,1,0,1,2,0,1,0,15.383084266299676,591.9753086419753,5,0.25,1
4767000,3420,4,2,2,1,0,0,0,0,0,0,1,0,15.377227734186963,1393.859649122807,6,0.5,0
4760000,9166,2,1,1,1,0,1,0,1,2,0,1,0,15.375758226207603,519.3104953087498,3,0.5,1
4760000,6321,3,1,2,1,0,1,0,1,1,0,0,0,15.375758226207603,753.0454042081949,4,0.3333333333333333,1
4760000,10240,2,1,1,1,0,0,0,1,2,1,0,1,15.375758226207603,464.84375,3,0.5,1
4753000,6440,2,1,1,1,0,0,0,1,3,0,1,0,15.374286555596147,738.0434782608696,3,0.5,1
4690000,5170,3,1,4,1,0,0,0,1,0,0,1,0,15.360943140422462,907.1566731141199,4,0.3333333333333333,0
4690000,6000,2,1,1,1,0,1,0,1,1,0,0,0,15.360943140422462,781.6666666666666,3,0.5,1
4690000,3630,3,1,2,1,0,0,0,0,2,0,1,0,15.360943140422462,1292.0110192837465,4,0.3333333333333333,1
4690000,9667,4,2,2,1,1,1,0,0,1,0,1,0,15.360943140422462,485.15568428674874,6,0.5,1
4690000,5400,2,1,2,1,0,0,0,0,0,1,1,0,15.360943140422462,868.5185185185185,3,0.5,0
4690000,4320,3,1,1,1,0,0,0,0,0,1,1,0,15.360943140422462,1085.648148148148,4,0.3333333333333333,0
4655000,3745,3,1,2,1,0,1,0,0,0,0,0,0,15.353452468693305,1242.9906542056074,4,0.3333333333333333,0
4620000,4160,3,1,1,1,1,1,0,1,0,0,0,1,15.345905263057922,1110.576923076923,4,0.3333333333333333,0
4620000,3880,3,2,2,1,0,1,0,0,2,0,1,0,15.345905263057922,1190.721649484536,5,0.6666666666666666,1
4620000,5680,3,1,2,1,1,0,0,1,1,0,1,0,15.345905263057922,813.3802816901408,4,0.3333333333333333,1
4620000,2870,2,1,2,1,1,1,0,0,0,1,1,0,15.345905263057922,1609.7560975609756,3,0.5,0
